# VOC splits for CRI -- created by mkCRIemissplitMCM.py
# Speciation based on an MCM emission split file: MCM_v3.3.emissplit.defaults.voc
# and using CRIv2R5_Matrix.4MCM_onlyMCM for transforming emissions of MCM compounds to CRI "species".
# Key-word, MASS_ASSUMED= 0 by default,
# change when emissions have artificial mass, e.g. 46 for NOx as NO2
: MASS_ASSUMED 0
 99, 99,  NC4H10,    OXYL,    C2H4,    C3H6,    HCHO,     MEK,    C3H8, NPROPOL, TOLUENE,   CH3OH, C2H5CHO,    C2H6,TBUT2ENE,  CH3CHO,  C2H5OH,    C2H2,CH3COCH3, IPROPOL,   HCOOH, CH3CO2H, BENZENE,    C5H8, APINENE, BPINENE,   XTERP,   GLYOX,  MGLYOX,  UNREAC,#HEADERS
#DATA
  0,  1,   10.36,   5.357,   3.147,   3.282,  55.905,     0.0,   4.502,     0.0,    2.28,     0.0,     0.0,  12.211,    0.05,    0.02,     0.0,   0.393,   0.622,     0.0,     0.0,     0.0,   1.869,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0
  0,  2,  33.777,   1.788,   9.752,   6.695,   5.822,     0.0,   7.589,   0.215,   6.327,     0.0,   0.215,  13.056,   0.979,     0.0,   3.837,   0.066,   0.092,   0.026,     0.0,     0.0,   9.763,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0
  0,  3,  30.765,   1.306,   9.171,   2.026,  24.323,   0.093,   5.124,     0.0,   3.051,   0.565,     0.0,    3.76,   0.001,   0.059,   3.058,   1.275,   1.264,     0.0,     0.0,     0.0,  13.833,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,   0.324
  0,  4,  28.654,   6.899,   6.382,   2.787,    1.19,   0.107,   2.322,   0.133,   4.253,   1.838,   0.586,   1.153,    0.11,   0.427,  31.877,    0.39,   1.418,   0.465,   0.019,   0.284,   0.973,     0.0,   0.077,   0.051,     0.0,     0.0,     0.0,   7.603
  0,  5,  67.003,   0.078,   0.331,   0.578,   0.078,     0.0,  13.303,     0.0,   0.109,     0.0,     0.0,   17.92,   0.171,     0.0,     0.0,   0.014,     0.0,     0.0,     0.0,     0.0,   0.321,   0.008,     0.0,     0.0,     0.0,     0.0,     0.0,   0.086
  0,  6,   30.59,  11.205,   0.702,     0.0,   0.272,   5.005,  13.207,   2.936,   6.299,   6.726,     0.0,     0.0,     0.0,     0.0,   11.48,     0.0,   4.666,   2.634,   0.005,   0.015,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,   4.258
  0,  7,  36.206,  20.564,   11.32,   4.935,   2.905,   0.104,   0.586,     0.0,   11.46,     0.0,   0.647,   1.465,   0.672,   1.195,     0.0,   3.914,   0.325,     0.0,     0.0,     0.0,    1.99,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,   1.708
  0,  8,  21.593,  20.343,  16.852,    5.08,    5.68,   0.053,   1.089,     0.0,  11.229,     0.0,   1.671,   1.667,   0.311,   2.351,     0.0,   5.284,   0.356,     0.0,     0.0,     0.0,   4.321,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,   2.119
  0,  9,  10.281,   1.398,   5.482,    0.86,   17.06,   0.522,  26.614,    0.28,     2.4,   0.443,     0.0,  26.578,   0.057,     0.0,   1.701,     0.0,   0.007,   0.097,     0.0,     0.0,   4.275,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,   1.947
  0, 10,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,   100.0
  0, 11,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0
